step,cumulative time,step time,train loss,current mem MB,peak mem MB
24,1.7993438243865967,0.05558919906616211,1.1536074876785278,22.832128,912.64256
49,3.3301494121551514,0.0611414909362793,1.1763612031936646,22.832128,912.64256
74,4.876947402954102,0.06355571746826172,1.188863754272461,22.832128,912.64256
99,6.38191556930542,0.05324530601501465,1.2390497922897339,22.832128,912.64256
124,7.950214862823486,0.062337398529052734,1.2061150074005127,22.832128,912.64256
149,9.47324514389038,0.06418061256408691,1.1074891090393066,22.832128,912.64256
174,11.05238127708435,0.07059621810913086,1.1855156421661377,22.832128,912.64256
199,12.56615424156189,0.06613898277282715,1.1863031387329102,22.832128,912.64256
224,14.093288660049438,0.06095767021179199,1.1775708198547363,22.832128,912.635904
249,15.628537654876709,0.06201481819152832,1.0947847366333008,22.832128,912.64256
274,17.167516946792603,0.07248806953430176,1.0976402759552002,22.832128,912.64256
299,18.74825167655945,0.06402707099914551,1.0676062107086182,22.832128,912.64256
324,20.300726890563965,0.06592774391174316,1.0988495349884033,22.832128,912.64256
349,21.887911319732666,0.07206010818481445,1.0616062879562378,22.832128,912.64256
374,23.468878984451294,0.0639498233795166,1.1174266338348389,22.832128,912.64256
399,25.050100803375244,0.05241060256958008,0.9922940731048584,22.780928,581.088768
424,26.626171112060547,0.06276559829711914,1.0101335048675537,22.832128,912.64256
449,28.185045957565308,0.06737327575683594,1.0552904605865479,22.832128,912.64256
474,29.764887809753418,0.06293988227844238,1.0216832160949707,22.832128,912.64256
499,31.340286016464233,0.06528115272521973,1.0704706907272339,22.832128,912.64256
524,32.93666338920593,0.06647562980651855,1.0344274044036865,22.832128,912.64256
549,34.51603078842163,0.06544613838195801,0.9506567120552063,22.832128,912.64256
574,36.09235715866089,0.06458544731140137,1.034082055091858,22.832128,912.64256
599,37.656065702438354,0.062043190002441406,1.0516990423202515,22.832128,912.64256
624,39.23095631599426,0.06276774406433105,1.039829134941101,22.832128,912.635904
649,40.83004188537598,0.0662224292755127,0.8989837765693665,22.832128,912.64256
674,42.425857067108154,0.07516121864318848,0.911145031452179,22.832128,912.64256
699,44.03677177429199,0.06407570838928223,0.8555601239204407,22.832128,912.64256
724,45.62586784362793,0.06203579902648926,0.9530478715896606,22.832128,912.64256
749,47.25094485282898,0.06479024887084961,0.9171378016471863,22.832128,912.64256
774,48.844828844070435,0.07028865814208984,0.9379682540893555,22.832128,912.64256
799,50.45980715751648,0.04170632362365723,0.7311410307884216,22.780928,581.088768
824,52.11085104942322,0.0717165470123291,0.7631791830062866,22.832128,912.64256
849,53.72854518890381,0.06451272964477539,0.8518816828727722,22.832128,912.64256
874,55.37160849571228,0.07164621353149414,0.7979222536087036,22.832128,912.64256
899,57.01950001716614,0.06816387176513672,0.8627654910087585,22.832128,912.64256
924,58.673550605773926,0.06753873825073242,0.8087946772575378,22.832128,912.64256
949,60.32256460189819,0.07070231437683105,0.6999045610427856,22.832128,912.64256
974,61.9874484539032,0.0774688720703125,0.7830963730812073,22.832128,912.64256
999,63.60324239730835,0.06826901435852051,0.825230598449707,22.832128,912.64256
1024,65.24498677253723,0.06220841407775879,0.8194343447685242,22.832128,912.635904
1049,66.90586423873901,0.069976806640625,0.7151684165000916,22.832128,912.64256
1074,68.5656681060791,0.06952619552612305,0.6807113885879517,22.832128,912.64256
1099,70.22457551956177,0.06280899047851562,0.6294828653335571,22.832128,912.64256
1124,71.8575325012207,0.07167243957519531,0.6895583868026733,22.832128,912.64256
1149,73.45713543891907,0.060262203216552734,0.6590606570243835,22.832128,912.64256
1174,75.05729842185974,0.06110095977783203,0.706049382686615,22.832128,912.64256
1199,76.67851185798645,0.042900800704956055,0.5417352914810181,22.780928,581.088768
1224,78.3132095336914,0.06786465644836426,0.5538139939308167,22.832128,912.64256
1249,79.9295642375946,0.06595230102539062,0.6392356157302856,22.832128,912.64256
1274,81.56546711921692,0.06546139717102051,0.5934585332870483,22.832128,912.64256
1299,83.16910076141357,0.06273484230041504,0.6624512672424316,22.832128,912.64256
1324,84.80862236022949,0.0639047622680664,0.5704431533813477,22.832128,912.64256
1349,86.41139960289001,0.06822657585144043,0.5123655200004578,22.832128,912.64256
1374,88.02660846710205,0.06783819198608398,0.6065033674240112,22.832128,912.64256
1399,89.62203431129456,0.06006026268005371,0.6473830342292786,22.832128,912.64256
1424,91.24847292900085,0.06658697128295898,0.6269228458404541,22.832128,912.635904
1449,92.90343880653381,0.059233903884887695,0.46079498529434204,22.832128,912.64256
1474,94.50971603393555,0.06394290924072266,0.5633825659751892,22.832128,912.64256
1499,96.177330493927,0.06605863571166992,0.5063668489456177,22.832128,912.64256
1524,97.78764247894287,0.06949448585510254,0.5843806266784668,22.832128,912.64256
1549,99.44163846969604,0.06945991516113281,0.5255061388015747,22.832128,912.64256
1574,101.05134558677673,0.0722036361694336,0.5387396216392517,22.832128,912.64256
1599,102.67786931991577,0.038872480392456055,0.4816300570964813,22.780928,581.088768
1624,104.32965922355652,0.06328058242797852,0.45460477471351624,22.832128,912.64256
1649,105.91732358932495,0.06490588188171387,0.49843889474868774,22.832128,912.64256
1674,107.54747343063354,0.07052731513977051,0.4315949082374573,22.832128,912.64256
1699,109.16145133972168,0.06524062156677246,0.5156587362289429,22.832128,912.64256
