step,cumulative time,step time,train loss,current mem MB,peak mem MB,Amazon_employee_access/ROC AUC,blood-transfusion-service-center/ROC AUC,diabetes/ROC AUC,ROC AUC
24,1.6707866191864014,0.06225943565368652,1.2072066068649292,28.813824,980.51584,0.5208333333333334,0.6165707236842105,0.2868131868131868,0.4747390812769103
49,3.208542823791504,0.05968499183654785,1.1857597827911377,28.813824,980.51584,0.6023936170212765,0.5917626096491228,0.2764835164835165,0.4902132477179719
74,4.717057228088379,0.05745100975036621,1.1630570888519287,28.813824,980.51584,0.563386524822695,0.5962856359649122,0.3465934065934066,0.502088522460338
99,6.229662656784058,0.05273604393005371,1.1867730617523193,28.813824,980.51584,0.5908687943262412,0.6042351973684211,0.25868131868131866,0.48459510345866036
124,7.752627611160278,0.06423115730285645,1.1847435235977173,28.813824,980.51584,0.6139184397163121,0.5854577850877193,0.2956043956043956,0.4983268734694757
149,9.281405925750732,0.06171274185180664,1.146918535232544,28.813824,980.51584,0.5514184397163121,0.6452165570175439,0.32307692307692304,0.5065706399369263
174,10.82400393486023,0.061054229736328125,1.176321029663086,28.813824,980.51584,0.5438829787234043,0.6683799342105263,0.3142857142857143,0.5088495424065483
199,12.385474681854248,0.06667733192443848,1.0661593675613403,28.813824,980.51584,0.47916666666666663,0.4579906798245614,0.6939560439560439,0.543704463482424
224,13.949024200439453,0.06537747383117676,1.1380293369293213,28.813824,980.51584,0.5456560283687943,0.44839638157894735,0.7157142857142857,0.5699222318873425
249,15.49250054359436,0.06160736083984375,1.1471059322357178,28.813824,980.51584,0.5527482269503546,0.3763020833333333,0.7161538461538463,0.548401385479178
274,17.048237800598145,0.06187796592712402,1.155920386314392,28.813824,980.51584,0.5523049645390071,0.3895285087719298,0.6370329670329671,0.5262888134479681
299,18.588932991027832,0.0575408935546875,1.0891454219818115,28.813824,980.51584,0.6179078014184397,0.3246299342105263,0.5205494505494505,0.4876957287261388
324,20.119502782821655,0.05452609062194824,1.1447421312332153,28.813824,980.51584,0.5726950354609929,0.5052768640350878,0.4809890109890109,0.5196536368283639
349,21.637101650238037,0.061888694763183594,1.1047141551971436,28.813824,980.51584,0.563386524822695,0.5369380482456141,0.34010989010989007,0.4801448210593997
374,23.20727276802063,0.06665945053100586,1.1539485454559326,28.813824,980.51584,0.5500886524822695,0.5292626096491229,0.3641758241758241,0.48117569543573885
399,24.787181854248047,0.0650789737701416,1.035884141921997,28.813824,980.51584,0.561613475177305,0.3879523026315789,0.33593406593406594,0.4284999479143166
424,26.344772338867188,0.06103515625,1.053348183631897,28.813824,980.51584,0.5146276595744681,0.33381304824561403,0.44923076923076916,0.4325571590169504
449,27.914777517318726,0.06728386878967285,1.0853478908538818,28.813824,980.51584,0.5709219858156029,0.33175712719298245,0.5866483516483517,0.49644248821897907
474,29.510256052017212,0.07161235809326172,1.2074812650680542,28.813824,980.51584,0.5292553191489362,0.329358552631579,0.6331868131868131,0.4972668949891094
499,31.108431339263916,0.07122325897216797,1.1573021411895752,28.813824,980.51584,0.5669326241134752,0.3487527412280701,0.6802197802197802,0.5319683818537752
524,32.72116303443909,0.06348228454589844,1.1414459943771362,28.813824,980.51584,0.563386524822695,0.37369791666666663,0.6541758241758242,0.530420088555062
549,34.34012269973755,0.07186651229858398,1.1405054330825806,28.813824,980.51584,0.5509751773049646,0.43359375,0.44934065934065937,0.477969862215208
574,35.976073026657104,0.06586527824401855,1.1117793321609497,28.813824,980.51584,0.5660460992907801,0.47882401315789475,0.45032967032967036,0.49839992759278173
599,37.56930994987488,0.05869579315185547,1.1297160387039185,28.813824,980.51584,0.5243794326241135,0.4732044956140351,0.4535164835164835,0.483700137251544
624,39.19615697860718,0.06843304634094238,1.0832998752593994,28.813824,980.51584,0.49867021276595747,0.4623766447368421,0.45439560439560445,0.4718141539661347
649,40.79367280006409,0.06636714935302734,1.063180923461914,28.813824,980.51584,0.4862588652482269,0.42057291666666663,0.4328571428571429,0.44656297492401215
674,42.3883261680603,0.060619354248046875,1.1000235080718994,28.813824,980.51584,0.5070921985815603,0.39919133771929827,0.429010989010989,0.44509817510394917
699,44.01012206077576,0.06195068359375,1.1448575258255005,28.813824,980.51584,0.5802304964539007,0.3943941885964912,0.4095604395604395,0.46139504153694383
724,45.638893604278564,0.07316708564758301,1.086294174194336,28.813824,980.51584,0.5984042553191489,0.3990542763157895,0.4316483516483516,0.47636896109443
749,47.254616498947144,0.06383395195007324,1.1173951625823975,28.813824,980.51584,0.6609042553191489,0.4063185307017544,0.44054945054945055,0.5025907455234512
774,48.854371547698975,0.07134222984313965,1.0420958995819092,28.813824,980.51584,0.6578014184397163,0.42619243421052627,0.45582417582417584,0.5132726761581395
799,50.48927712440491,0.07034111022949219,1.1077295541763306,28.813824,980.51584,0.6405141843971631,0.4452439692982456,0.4734065934065934,0.519721582367334
824,52.09713888168335,0.06730866432189941,1.0482639074325562,28.813824,980.51584,0.5877659574468085,0.41604989035087725,0.5024175824175824,0.5020778100717561
849,53.74169898033142,0.06777524948120117,1.1409175395965576,28.813824,980.51584,0.5602836879432624,0.3843887061403508,0.5512087912087913,0.49862706176413485
874,55.36231446266174,0.0720221996307373,1.051302194595337,28.813824,980.51584,0.56072695035461,0.3510827850877193,0.6174725274725275,0.5097607543049523
899,57.009374380111694,0.06592798233032227,1.0736048221588135,28.813824,980.51584,0.5611702127659575,0.32271107456140347,0.6446153846153846,0.5094988906475818
924,58.66881227493286,0.07047009468078613,1.090214490890503,28.813824,980.51584,0.5181737588652482,0.30831962719298245,0.6113186813186814,0.47927068912563736
949,60.28825497627258,0.06853699684143066,0.996625542640686,28.813824,980.51584,0.5172872340425532,0.3159950657894737,0.5413186813186813,0.4582003270502361
974,61.90923452377319,0.06404900550842285,1.0404603481292725,28.813824,980.51584,0.5124113475177305,0.3358689692982456,0.45692307692307693,0.4350677979130177
999,63.54377770423889,0.06245565414428711,1.1064423322677612,28.813824,980.51584,0.5314716312056738,0.3414884868421052,0.4264835164835165,0.4331478781770985
1024,65.20610523223877,0.07175636291503906,1.1067935228347778,28.813824,980.51584,0.589982269503546,0.4248218201754386,0.42758241758241755,0.48079550242046737
1049,66.87073111534119,0.08076143264770508,1.007580041885376,28.813824,980.51584,0.5664893617021276,0.5352933114035088,0.4301098901098901,0.5106308544051755
1074,68.50089716911316,0.07116556167602539,1.0536314249038696,28.813824,980.51584,0.5261524822695035,0.559827302631579,0.47032967032967027,0.5187698184102508
1099,70.15641021728516,0.0677182674407959,1.051046371459961,28.813824,980.51584,0.5155141843971631,0.5610608552631579,0.5182417582417582,0.5316055993006931
1124,71.80183982849121,0.05792117118835449,1.0341179370880127,28.813824,980.51584,0.5101950354609929,0.5357044956140351,0.5495604395604395,0.5318199902118225
1149,73.45459508895874,0.06448578834533691,0.9824692010879517,28.813824,980.51584,0.5044326241134751,0.5151452850877194,0.5697802197802198,0.5297860429938047
1174,75.09392499923706,0.06350994110107422,1.1058456897735596,28.813824,980.51584,0.5075354609929078,0.47800164473684215,0.6427472527472528,0.5427614528256676
1199,76.72546768188477,0.061795711517333984,1.0248960256576538,28.813824,980.51584,0.511968085106383,0.45387883771929827,0.6246153846153846,0.5301541024803553
1224,78.36514592170715,0.06400537490844727,1.0684044361114502,28.813824,980.51584,0.4946808510638298,0.45552357456140347,0.5241758241758242,0.49146008326701923
1249,80.00092959403992,0.07986187934875488,1.1260180473327637,28.813824,980.51584,0.4844858156028369,0.45278234649122806,0.5320879120879121,0.489785358060659
1274,81.61866641044617,0.06541562080383301,1.1122972965240479,28.813824,980.51584,0.5429964539007093,0.4621025219298246,0.5053846153846153,0.5034945304050498
1299,83.27454376220703,0.06614828109741211,1.079840898513794,28.813824,980.51584,0.5713652482269503,0.47430098684210525,0.49615384615384617,0.5139400270743005
1324,84.93566036224365,0.07011079788208008,1.0914795398712158,28.813824,980.51584,0.5904255319148936,0.4771792763157895,0.5385714285714286,0.5353920789340373
1349,86.56428170204163,0.06507658958435059,1.07456374168396,28.813824,980.51584,0.5913120567375887,0.4767680921052632,0.5182417582417583,0.5287739690282035
1374,88.22512531280518,0.06644678115844727,1.058500051498413,28.813824,980.51584,0.5904255319148937,0.48019462719298245,0.4610989010989011,0.5105730200689257
1399,89.84615707397461,0.07110047340393066,1.0694345235824585,28.813824,980.51584,0.6085992907801419,0.4830729166666667,0.4715384615384615,0.52107022299509
1424,91.47286319732666,0.06518745422363281,1.116685152053833,28.813824,980.51584,0.6148049645390071,0.47992050438596495,0.4704395604395605,0.5217216764548441
1449,93.12179517745972,0.06441068649291992,1.0792243480682373,28.813824,980.51584,0.62677304964539,0.4688185307017544,0.48923076923076925,0.5282741165259712
1474,94.77368068695068,0.0648355484008789,1.036334753036499,28.813824,980.51584,0.6015070921985816,0.46785910087719296,0.5718681318681319,0.5470781083146354
1499,96.42984056472778,0.06145906448364258,1.1448203325271606,28.813824,980.51584,0.5926418439716312,0.46854440789473684,0.6138461538461537,0.5583441352375073
