step,cumulative time,step time,train loss,Amazon_employee_access/ROC AUC,blood-transfusion-service-center/ROC AUC,diabetes/ROC AUC,ROC AUC
24,3.0831868648529053,0.10977816581726074,1.200918436050415,0.4782801418439716,0.5891584429824561,0.2564835164835165,0.4413073671033148
49,5.868184804916382,0.11165976524353027,1.1841461658477783,0.5181737588652482,0.5846354166666666,0.24483516483516485,0.4492147801223599
74,8.634896993637085,0.10762405395507812,1.159590482711792,0.5509751773049645,0.5458470394736841,0.3442857142857143,0.48036931035478764
99,11.398289203643799,0.11103963851928711,1.1843547821044922,0.56072695035461,0.5834018640350878,0.268021978021978,0.47071693080389193
124,14.162554025650024,0.10370755195617676,1.1824719905853271,0.5970744680851063,0.5698327850877192,0.2798901098901099,0.4822657876876451
149,16.97077989578247,0.11074614524841309,1.1526576280593872,0.5979609929078015,0.5847724780701754,0.29285714285714287,0.49186353794503995
174,19.7537522315979,0.1128227710723877,1.1531398296356201,0.6347517730496454,0.5938185307017544,0.3201098901098901,0.5162267312870966
199,22.537319898605347,0.11110568046569824,1.0933427810668945,0.600177304964539,0.5938185307017543,0.5021978021978022,0.5653978792880318
224,25.33747410774231,0.11117410659790039,1.1412683725357056,0.5975177304964538,0.6564555921052632,0.4376373626373626,0.5638702284130266
249,28.12554359436035,0.10776257514953613,1.1672719717025757,0.5678191489361702,0.6494654605263157,0.6470329670329671,0.6214391921651511
274,30.92969536781311,0.11115860939025879,1.1604034900665283,0.5953014184397163,0.6232867324561404,0.6652747252747254,0.6279542920568607
299,33.726810932159424,0.11176252365112305,1.1105105876922607,0.5438829787234043,0.5984786184210527,0.6701098901098901,0.6041571624181157
324,36.541128158569336,0.10339045524597168,1.167234182357788,0.5181737588652483,0.5583196271929824,0.6551648351648353,0.5772194070743554
349,39.35236215591431,0.11281394958496094,1.1161432266235352,0.4640957446808511,0.5790158991228069,0.6527472527472526,0.5652862988503036
374,42.15954780578613,0.10997915267944336,1.1627538204193115,0.5195035460992908,0.6452165570175439,0.6160439560439561,0.5935880197202635
399,45.09618616104126,0.12529492378234863,1.0450774431228638,0.6520390070921986,0.6701617324561404,0.5618681318681319,0.6280229571388237
424,48.27786374092102,0.1447591781616211,1.057551383972168,0.774822695035461,0.653577302631579,0.42813186813186815,0.6188439552663026
449,51.26118350028992,0.1164708137512207,1.0853179693222046,0.6493794326241134,0.6731770833333333,0.4256043956043956,0.5827203038539474
474,54.21287965774536,0.1254575252532959,1.19107186794281,0.6937056737588653,0.6715323464912281,0.37637362637362637,0.5805372155412399
499,57.108431816101074,0.11186814308166504,1.1469571590423584,0.5035460992907802,0.6686540570175438,0.3752747252747253,0.5158249605276831
524,60.07065749168396,0.11595654487609863,1.1450012922286987,0.5775709219858156,0.672080592105263,0.3393406593406593,0.5296640578105793
549,62.812291860580444,0.11080312728881836,1.1440050601959229,0.5820035460992908,0.6809895833333334,0.339010989010989,0.5340013728145377
574,65.74684381484985,0.11526250839233398,1.1221766471862793,0.6117021276595745,0.6809895833333333,0.36576923076923074,0.5528203139207127
599,68.6373827457428,0.11626863479614258,1.1104986667633057,0.5735815602836879,0.6794819078947368,0.36582417582417576,0.5396292146675336
624,71.65215468406677,0.10722017288208008,1.0854823589324951,0.5429964539007093,0.6771518640350878,0.3518681318681319,0.5240054832679762
649,74.67904448509216,0.12613677978515625,1.053459644317627,0.5757978723404256,0.669202302631579,0.3331868131868132,0.5260623293862726
674,77.59952044487,0.1291353702545166,1.0939092636108398,0.5226063829787234,0.6812637061403509,0.3181318681318681,0.5073339857503142
699,80.53172278404236,0.1204216480255127,1.1550354957580566,0.6218971631205674,0.6560444078947368,0.31010989010989015,0.5293504870417315
724,83.42684054374695,0.11437654495239258,1.1024667024612427,0.6063829787234043,0.6252055921052632,0.3303296703296703,0.5206394137194459
749,86.3355929851532,0.11573028564453125,1.097508430480957,0.6063829787234043,0.6498766447368421,0.4246153846153846,0.5602916693585437
774,89.23907041549683,0.11711931228637695,1.0529009103775024,0.6139184397163121,0.6345257675438596,0.4232967032967033,0.557246970185625
799,92.19068908691406,0.11570429801940918,1.1007986068725586,0.6081560283687943,0.6289062500000001,0.410989010989011,0.5493504297859352
824,95.16054177284241,0.11855459213256836,1.0354838371276855,0.6130319148936171,0.607935855263158,0.4026373626373626,0.5412017109313793
849,98.09370756149292,0.1203758716583252,1.1530194282531738,0.600177304964539,0.5861430921052632,0.399010989010989,0.5284437953602638
874,101.03168988227844,0.1150515079498291,1.062997817993164,0.5784574468085106,0.5887472587719298,0.4279120879120879,0.5317055978308428
899,103.93618559837341,0.1174767017364502,1.0587340593338013,0.5625,0.5690104166666667,0.4591208791208791,0.5302104319291819
924,106.9498565196991,0.11949491500854492,1.0933752059936523,0.6187943262411347,0.5377604166666665,0.3793406593406594,0.5119651340828203
949,109.86238956451416,0.11616182327270508,1.0113919973373413,0.624113475177305,0.5352933114035088,0.35219780219780217,0.5038681962595386
974,112.79841780662537,0.11718368530273438,1.0432617664337158,0.7154255319148937,0.547765899122807,0.3393406593406593,0.5341773634594533
999,115.7682421207428,0.11688613891601562,1.108565092086792,0.6888297872340425,0.6025904605263157,0.32846153846153847,0.5399605954072989
1024,118.84904384613037,0.12369275093078613,1.120485544204712,0.6653368794326241,0.6471354166666667,0.32582417582417583,0.546098823974489
1049,121.81360077857971,0.11920166015625,1.0168020725250244,0.6059397163120568,0.656455592105263,0.3302197802197802,0.5308716962123666
1074,124.78888535499573,0.12788820266723633,1.0482103824615479,0.5421099290780141,0.6824972587719298,0.32417582417582413,0.5162610040085893
1099,127.74532437324524,0.11822247505187988,1.0615274906158447,0.5257092198581561,0.6748218201754387,0.3343956043956044,0.5116422148097332
1124,130.7389748096466,0.1170654296875,1.0419375896453857,0.4844858156028369,0.6730400219298245,0.3760439560439561,0.5111899311922058
1149,133.66049146652222,0.11804056167602539,0.9908590316772461,0.48138297872340424,0.679344846491228,0.4105494505494506,0.5237590919213609
1174,136.64488983154297,0.11773419380187988,1.1060903072357178,0.48005319148936176,0.6660498903508771,0.425054945054945,0.5237193422983947
1199,139.56736397743225,0.11797976493835449,1.034474492073059,0.4618794326241135,0.657689144736842,0.4407692307692308,0.5201126027100621
1224,142.47839784622192,0.1170661449432373,1.0721654891967773,0.43218085106382975,0.6581003289473685,0.4393406593406593,0.5098739464506191
1249,145.4299430847168,0.11913871765136719,1.1340886354446411,0.411790780141844,0.67578125,0.4235164835164836,0.5036961712194424
1274,148.30587244033813,0.11240077018737793,1.1003097295761108,0.4281914893617021,0.6767406798245614,0.4045054945054945,0.5031458878972527
1299,151.20085096359253,0.12288689613342285,1.0880861282348633,0.44281914893617025,0.6782483552631579,0.39,0.5036891680664427
1324,154.18286633491516,0.11451363563537598,1.1130669116973877,0.46187943262411346,0.6812637061403509,0.3896703296703297,0.510937822811598
1349,157.08100414276123,0.12017440795898438,1.0957021713256836,0.4738475177304965,0.6761924342105263,0.3968131868131868,0.5156177129180699
1374,160.02252554893494,0.11433625221252441,1.0561485290527344,0.4703014184397163,0.6761924342105263,0.40714285714285714,0.5178789032643666
1399,162.94349431991577,0.11361551284790039,1.0733989477157593,0.4765070921985816,0.6742735745614035,0.4105494505494506,0.5204433724364786
1424,165.85795044898987,0.11960673332214355,1.121910810470581,0.511968085106383,0.6729029605263158,0.4124175824175825,0.532429542683427
1449,168.73203992843628,0.12107729911804199,1.0724620819091797,0.5447695035460993,0.6694764254385965,0.41505494505494506,0.5431002913465469
1474,171.6181480884552,0.10717916488647461,1.042553186416626,0.5438829787234042,0.668516995614035,0.40417582417582415,0.5388585995044212
1499,174.43499302864075,0.13013601303100586,1.1487374305725098,0.5416666666666667,0.6682428728070176,0.389010989010989,0.5329735094948911
