step,cumulative time,step time,train loss,current mem MB,peak mem MB,ROC AUC
24,2.867276906967163,0.0966956615447998,0.4684191644191742,22.857216,1750.275072,0.7692907329093058
49,5.300174236297607,0.0975182056427002,0.47281670570373535,22.86336,1750.281216,0.7829474420182579
74,7.788288354873657,0.09958243370056152,0.4640478193759918,22.86336,1750.281216,0.8301318645332578
99,10.266748666763306,0.09293413162231445,0.4190254807472229,22.86336,1750.281216,0.8322819176864201
124,12.922849416732788,0.09702873229980469,0.3835248053073883,22.86336,1750.281216,0.8362012591935554
149,15.57354998588562,0.09451150894165039,0.41325312852859497,22.86336,1750.281216,0.8416754689642884
174,18.229227304458618,0.09958934783935547,0.36849239468574524,22.86336,1750.281216,0.8457597180238916
199,20.682109355926514,0.09591388702392578,0.39101722836494446,22.86336,1750.281216,0.8419324603593505
224,23.13394546508789,0.09402155876159668,0.3517513871192932,22.86336,1750.281216,0.8474599512570118
249,25.637184143066406,0.10399746894836426,0.34603574872016907,22.86336,1750.281216,0.8588743697381042
274,28.14495539665222,0.09669351577758789,0.33012261986732483,22.852608,1619.226112,0.8454031900589541
299,30.7804696559906,0.09497618675231934,0.3584126830101013,22.86336,1750.281216,0.855852045853529
324,33.291675090789795,0.10285234451293945,0.34427180886268616,22.86336,1750.281216,0.8447405482020989
349,35.818788051605225,0.0955512523651123,0.3772728741168976,22.86336,1750.281216,0.8510794076760249
374,38.30422592163086,0.09562563896179199,0.3258289694786072,22.86336,1750.281216,0.8554095343173216
399,40.80776786804199,0.0987396240234375,0.3128366470336914,22.86336,1750.281216,0.8477632729147278
424,43.342041015625,0.10434150695800781,0.3779739737510681,22.86336,1750.281216,0.8568648406552188
449,45.827569246292114,0.1029503345489502,0.29182320833206177,22.86336,1750.281216,0.8512849895844994
474,48.344080209732056,0.10207080841064453,0.29672321677207947,22.86336,1750.281216,0.8587590863952209
499,50.853965520858765,0.09991979598999023,0.27197861671447754,22.86336,1750.281216,0.8528640063013193
524,53.39195442199707,0.0995016098022461,0.3065682053565979,22.86336,1750.281216,0.845991430375049
549,55.90941095352173,0.09937214851379395,0.26291221380233765,22.852608,1619.226112,0.8599011823115037
574,58.44884014129639,0.10006237030029297,0.27462437748908997,22.86336,1750.281216,0.8495595466574184
599,61.161871671676636,0.09585833549499512,0.24531610310077667,22.86336,1750.281216,0.8590675213256731
624,63.72869944572449,0.10833597183227539,0.3094916045665741,22.86336,1750.281216,0.846692580495441
649,66.24746131896973,0.10834312438964844,0.23966114223003387,22.86336,1750.281216,0.8558148101943495
674,68.74795699119568,0.10017013549804688,0.25435978174209595,22.86336,1750.281216,0.8576981468405317
699,71.33263731002808,0.09604811668395996,0.2219560444355011,22.86336,1750.281216,0.8543711857466967
724,73.81000518798828,0.10166168212890625,0.20613178610801697,22.86336,1750.281216,0.8529045446207839
749,76.29358577728271,0.10310554504394531,0.19788339734077454,22.86336,1750.281216,0.8516676286728195
774,78.88152050971985,0.10017037391662598,0.16337701678276062,22.86336,1750.281216,0.8589420400455695
799,81.43924355506897,0.11139822006225586,0.17488619685173035,22.86336,1750.281216,0.8512990764299538
824,83.99252510070801,0.09312987327575684,0.14028975367546082,22.852608,1619.226112,0.8551952381518314
849,86.48818230628967,0.09555912017822266,0.156540185213089,22.86336,1750.281216,0.8515484586355961
874,89.0617196559906,0.1063089370727539,0.1827906370162964,22.86336,1750.281216,0.8513726545483371
899,91.63838696479797,0.10539889335632324,0.16034181416034698,22.86336,1750.281216,0.8590683842013365
924,94.1836268901825,0.10402679443359375,0.12654104828834534,22.86336,1750.281216,0.8516861205690108
949,96.69178247451782,0.09631681442260742,0.12110777199268341,22.86336,1750.281216,0.8528390671936313
974,99.22298431396484,0.09987854957580566,0.11133991181850433,22.86336,1750.281216,0.8568713400895142
999,101.73255348205566,0.10260605812072754,0.08016473054885864,22.86336,1750.281216,0.8595781234780883
1024,104.20347547531128,0.09723162651062012,0.11465020477771759,22.86336,1750.281216,0.8588113631116218
1049,106.7519748210907,0.09994292259216309,0.10602472722530365,22.86336,1750.281216,0.8559650644068476
1074,109.23870277404785,0.10007381439208984,0.13077908754348755,22.86336,1750.281216,0.8529219071962877
1099,111.75403094291687,0.10266518592834473,0.10139302909374237,22.852608,1619.226112,0.8545936078825
1124,114.28099536895752,0.10019707679748535,0.08621945977210999,22.86336,1750.281216,0.8621369054375858
1149,116.83279013633728,0.10012650489807129,0.06960542500019073,22.86336,1750.281216,0.8579005586231955
1174,119.44202375411987,0.10103678703308105,0.07340036332607269,22.86336,1750.281216,0.8578297665067063
1199,122.03806591033936,0.0994412899017334,0.06548471003770828,22.86336,1750.281216,0.8617133948965886
