step,cumulative time,step time,train loss,current mem MB,peak mem MB,ROC AUC
24,2.591665029525757,0.10239601135253906,0.47422415018081665,93.768192,1602.570752,0.7441378835783578
49,4.937220573425293,0.09234452247619629,0.49401727318763733,93.774336,1602.576896,0.764809914593984
74,7.285852432250977,0.09123778343200684,0.46733802556991577,93.774336,1602.576896,0.8166697244284662
99,9.639515399932861,0.09172797203063965,0.423858106136322,93.774336,1602.576896,0.8293543901143766
124,12.007218360900879,0.0941014289855957,0.4176234304904938,93.774336,1602.576896,0.8311479068002999
149,14.353214025497437,0.09360098838806152,0.4268985390663147,93.774336,1602.576896,0.8380694702610341
174,16.72179102897644,0.10005474090576172,0.3771404027938843,93.774336,1602.576896,0.8427702500127908
199,19.096848726272583,0.0931088924407959,0.3661283850669861,93.774336,1602.576896,0.8532908594331722
224,21.49216055870056,0.09325742721557617,0.36034300923347473,93.774336,1602.576896,0.8521734449231443
249,23.876912117004395,0.09447169303894043,0.3424118161201477,93.774336,1602.576896,0.8565326821587157
274,26.275492429733276,0.08908724784851074,0.3235347867012024,93.763584,1486.96576,0.8570560915364815
299,28.693257808685303,0.09408187866210938,0.3366472125053406,93.774336,1602.576896,0.864487319913723
324,31.093180179595947,0.09318065643310547,0.30725619196891785,93.774336,1602.576896,0.8592296161392028
349,33.484068870544434,0.09382200241088867,0.3285936713218689,93.774336,1602.576896,0.8598178464203572
374,35.83714818954468,0.09659743309020996,0.31360259652137756,93.774336,1602.576896,0.8665469882515858
399,38.228227615356445,0.09428238868713379,0.2967820465564728,93.774336,1602.576896,0.8613064943182508
424,40.614957332611084,0.0952918529510498,0.31889060139656067,93.774336,1602.576896,0.8587681320211082
449,43.00205850601196,0.10240960121154785,0.27248144149780273,93.774336,1602.576896,0.8566367772031557
474,45.38844895362854,0.09390616416931152,0.33333098888397217,93.774336,1602.576896,0.8565021638866835
499,47.77881217002869,0.0937962532043457,0.26343414187431335,93.774336,1602.576896,0.8662196853593942
524,50.15663552284241,0.09160780906677246,0.25597092509269714,93.774336,1602.576896,0.8546392748056655
549,52.65137696266174,0.10087800025939941,0.23606999218463898,93.763584,1486.96576,0.8647835850616127
574,55.045722007751465,0.09438729286193848,0.24304568767547607,93.774336,1602.576896,0.8560217624449532
599,57.430018186569214,0.09614944458007812,0.19966812431812286,93.774336,1602.576896,0.8604412450835743
624,59.831371545791626,0.09532499313354492,0.20784695446491241,93.774336,1602.576896,0.8523315894143056
649,62.26775550842285,0.09802079200744629,0.202500581741333,93.774336,1602.576896,0.8560045845167022
674,64.67000460624695,0.09437751770019531,0.1958186775445938,93.774336,1602.576896,0.8569397022302027
699,67.07540893554688,0.09454774856567383,0.24302569031715393,93.774336,1602.576896,0.8520274030450179
724,69.46221280097961,0.09543848037719727,0.17585918307304382,93.774336,1602.576896,0.8565600825919731
749,71.84755945205688,0.09573769569396973,0.17680469155311584,93.774336,1602.576896,0.8528396559868483
774,74.21689510345459,0.09433317184448242,0.12473483383655548,93.774336,1602.576896,0.8542663704665525
799,76.63336038589478,0.09357643127441406,0.10605019330978394,93.774336,1602.576896,0.8546788929770381
824,79.00597524642944,0.08904099464416504,0.11171020567417145,93.763584,1486.96576,0.8588468990381631
849,81.38831830024719,0.09636855125427246,0.1259651780128479,93.774336,1602.576896,0.8603360449252708
874,83.76734352111816,0.09483647346496582,0.08533330261707306,93.774336,1602.576896,0.8540678057075917
899,86.16163229942322,0.09883284568786621,0.08228233456611633,93.774336,1602.576896,0.8585944900072449
924,88.55888247489929,0.09627747535705566,0.10428647696971893,93.774336,1602.576896,0.8516524871521308
949,91.02166152000427,0.09440994262695312,0.10021106898784637,93.774336,1602.576896,0.8560771870334191
974,93.41809058189392,0.09380006790161133,0.07909142971038818,93.774336,1602.576896,0.8533955771532529
999,95.794349193573,0.09489870071411133,0.12414364516735077,93.774336,1602.576896,0.853537750599196
1024,98.17925882339478,0.0964510440826416,0.06329189240932465,93.774336,1602.576896,0.8551197229478087
1049,100.85371279716492,0.09363651275634766,0.05596747249364853,22.877184,1531.679744,0.8485083935770035
1074,103.23774576187134,0.09149622917175293,0.03328392282128334,22.877184,1531.679744,0.8557762517348658
1099,105.60803031921387,0.0914304256439209,0.0685252845287323,22.866432,1416.068608,0.8502659596880243
1124,108.00266885757446,0.09685468673706055,0.03644942492246628,22.877184,1531.679744,0.8604172338313583
1149,110.40542650222778,0.09623408317565918,0.04332403093576431,22.877184,1531.679744,0.8493707103316209
1174,112.81259799003601,0.09500312805175781,0.06371836364269257,22.877184,1531.679744,0.8505925454586795
1199,115.19115471839905,0.0946805477142334,0.04481274634599686,22.877184,1531.679744,0.854560011537313
1224,117.5998785495758,0.09453082084655762,0.07160928100347519,22.877184,1531.679744,0.8540788815118545
1249,119.99187970161438,0.09386682510375977,0.08093730360269547,22.877184,1531.679744,0.8568632535913029
1274,122.39143705368042,0.09483098983764648,0.04290186986327171,22.877184,1531.679744,0.8510962128358223
1299,124.78376531600952,0.09722304344177246,0.06940785050392151,22.877184,1531.679744,0.8597554848466289
