step,cumulative time,step time,train loss,current mem MB,peak mem MB
24,1.8628969192504883,0.058638572692871094,1.1443191766738892,22.818304,1113.314816
49,3.5073091983795166,0.06765937805175781,1.1785986423492432,22.818304,1113.314816
74,5.098220109939575,0.06383419036865234,1.1921380758285522,22.818304,1113.314816
99,6.6519389152526855,0.06399774551391602,1.2394382953643799,22.818304,1113.314816
124,8.243074178695679,0.06668615341186523,1.2023859024047852,22.818304,1113.314816
149,9.80707836151123,0.0638284683227539,1.1147723197937012,22.818304,1113.314816
174,11.398393869400024,0.06291913986206055,1.1782313585281372,22.818304,1113.314816
199,12.985125303268433,0.06795930862426758,1.1850022077560425,22.818304,1113.314816
224,14.568246603012085,0.06365227699279785,1.1352125406265259,22.818304,1113.30816
249,16.178552627563477,0.07026958465576172,1.113515019416809,22.818304,1113.314816
274,17.75202488899231,0.06287693977355957,1.0979574918746948,22.818304,1113.314816
299,19.355260848999023,0.06979250907897949,1.0768392086029053,22.818304,1113.314816
324,20.979028940200806,0.06751465797424316,1.1299668550491333,22.818304,1113.314816
349,22.58946919441223,0.061804771423339844,1.0903260707855225,22.818304,1113.314816
374,24.19533920288086,0.06322860717773438,1.1544443368911743,22.818304,1113.314816
399,25.824415683746338,0.04311013221740723,1.0040127038955688,22.767104,705.656832
424,27.476922512054443,0.06655740737915039,1.0260833501815796,22.818304,1113.314816
449,29.088826179504395,0.062361717224121094,1.0545985698699951,22.818304,1113.314816
474,30.749356985092163,0.06823277473449707,1.0548757314682007,22.818304,1113.314816
499,32.39404487609863,0.07068729400634766,1.0826150178909302,22.818304,1113.314816
524,34.06401801109314,0.05890488624572754,1.1064810752868652,22.818304,1113.314816
549,35.73197555541992,0.0776824951171875,0.9649330377578735,22.818304,1113.314816
574,37.42148947715759,0.0703573226928711,1.056889295578003,22.818304,1113.314816
599,39.11563277244568,0.07216382026672363,1.0904724597930908,22.818304,1113.314816
624,40.75408911705017,0.06936168670654297,1.0676380395889282,22.818304,1113.30816
649,42.41976594924927,0.06826901435852051,0.9705341458320618,22.818304,1113.314816
674,44.066773653030396,0.06381654739379883,0.9562370181083679,22.818304,1113.314816
699,45.741511821746826,0.06973671913146973,0.9631446599960327,22.818304,1113.314816
724,47.402931690216064,0.0665440559387207,0.9794715642929077,22.818304,1113.314816
749,49.12557578086853,0.06932973861694336,0.9516268968582153,22.818304,1113.314816
774,50.80738353729248,0.07746505737304688,0.9962993860244751,22.818304,1113.314816
799,52.49937033653259,0.048105478286743164,0.8157492280006409,22.767104,705.656832
824,54.21737885475159,0.0707862377166748,0.8876873850822449,22.818304,1113.314816
849,55.92699313163757,0.06921052932739258,0.9265445470809937,22.818304,1113.314816
874,57.6512405872345,0.07093453407287598,0.8765323758125305,22.818304,1113.314816
899,59.35163068771362,0.06947064399719238,0.8976316452026367,22.818304,1113.314816
924,61.053115367889404,0.06817364692687988,0.9068133234977722,22.818304,1113.314816
949,62.75668787956238,0.07326865196228027,0.8287216424942017,22.818304,1113.314816
974,64.48198699951172,0.06824016571044922,0.8825947642326355,22.818304,1113.314816
999,66.21757316589355,0.0710139274597168,0.9184406995773315,22.818304,1113.314816
1024,67.92599821090698,0.06612467765808105,0.8621716499328613,22.818304,1113.30816
1049,69.67892289161682,0.06946897506713867,0.731491208076477,22.818304,1113.314816
1074,71.41296052932739,0.06669783592224121,0.7715266942977905,22.818304,1113.314816
1099,73.16797661781311,0.07174253463745117,0.7373002767562866,22.818304,1113.314816
1124,74.91273808479309,0.0751502513885498,0.7919093370437622,22.818304,1113.314816
1149,76.64286231994629,0.06950807571411133,0.7195801138877869,22.818304,1113.314816
1174,78.34882402420044,0.07502126693725586,0.7866764068603516,22.818304,1113.314816
1199,80.08484625816345,0.04650616645812988,0.6792533993721008,22.767104,705.656832
1224,81.82689547538757,0.07132863998413086,0.649867594242096,22.818304,1113.314816
1249,83.554678440094,0.06348800659179688,0.7201266288757324,22.818304,1113.314816
1274,85.338711977005,0.07768106460571289,0.6624420881271362,22.818304,1113.314816
1299,87.03909873962402,0.0801839828491211,0.7647716403007507,22.818304,1113.314816
1324,88.79129528999329,0.07113409042358398,0.732322633266449,22.818304,1113.314816
1349,90.52850341796875,0.07396650314331055,0.6473680734634399,22.818304,1113.314816
1374,92.25956702232361,0.07095193862915039,0.6626731157302856,22.818304,1113.314816
1399,93.983402967453,0.07786178588867188,0.6999689340591431,22.818304,1113.314816
1424,95.70598268508911,0.06823611259460449,0.7236207723617554,22.818304,1113.30816
1449,97.50849080085754,0.07219672203063965,0.5909560322761536,22.818304,1113.314816
1474,99.21986174583435,0.07009577751159668,0.624293327331543,22.818304,1113.314816
1499,101.00619912147522,0.08519935607910156,0.5563474893569946,22.818304,1113.314816
1524,102.73902249336243,0.06958365440368652,0.6957951188087463,22.818304,1113.314816
1549,104.5206708908081,0.07368063926696777,0.5995602607727051,22.818304,1113.314816
1574,106.2114610671997,0.06878042221069336,0.5883063673973083,22.818304,1113.314816
1599,107.95549631118774,0.04808998107910156,0.570099949836731,22.767104,705.656832
1624,109.69189763069153,0.0667870044708252,0.5215898752212524,22.818304,1113.314816
1649,111.42971277236938,0.07206511497497559,0.603908360004425,22.818304,1113.314816
1674,113.18236875534058,0.07676434516906738,0.5213114619255066,22.818304,1113.314816
1699,114.92600917816162,0.06937432289123535,0.6038309335708618,22.818304,1113.314816
1724,116.67338633537292,0.07016539573669434,0.5455546379089355,22.818304,1113.314816
1749,118.36026573181152,0.07011818885803223,0.5237501263618469,22.818304,1113.314816
1774,120.03912568092346,0.07320570945739746,0.5146813988685608,22.818304,1113.314816
1799,121.70176959037781,0.06600785255432129,0.5782983303070068,22.818304,1113.314816
1824,123.3617513179779,0.0659034252166748,0.588985800743103,22.818304,1113.30816
1849,125.03500390052795,0.06585931777954102,0.5028326511383057,22.818304,1113.314816
1874,126.69134044647217,0.0672297477722168,0.46149134635925293,22.818304,1113.314816
1899,128.39554071426392,0.07092618942260742,0.49731913208961487,22.818304,1113.314816
1924,130.05368638038635,0.06847572326660156,0.571517825126648,22.818304,1113.314816
1949,131.73768615722656,0.0699460506439209,0.498242050409317,22.818304,1113.314816
1974,133.41347813606262,0.06964349746704102,0.5365339517593384,22.818304,1113.314816
1999,135.08723664283752,0.04721975326538086,0.4670411944389343,22.767104,705.656832
