step,cumulative time,step time,train loss,Amazon_employee_access/ROC AUC,blood-transfusion-service-center/ROC AUC,diabetes/ROC AUC,ROC AUC
24,1.8504068851470947,0.06661486625671387,0.4865872859954834,0.48093971631205673,0.42728892543859653,0.7717582417582417,0.5599956278362983
49,3.326267719268799,0.06285953521728516,0.539864718914032,0.5625,0.556126644736842,0.23395604395604394,0.450860896230962
74,4.84502911567688,0.05968785285949707,0.537672758102417,0.5328014184397163,0.49746436403508765,0.2839560439560439,0.438073942143616
99,6.336511850357056,0.057065725326538086,0.4669830799102783,0.5731382978723404,0.43098958333333337,0.5175824175824176,0.5072367662626971
124,7.869875192642212,0.05758190155029297,0.5276665687561035,0.5766843971631206,0.5010279605263157,0.3779120879120879,0.48520814853384137
149,9.36574411392212,0.05577874183654785,0.496855765581131,0.5904255319148936,0.4862253289473684,0.6435164835164836,0.5733891147929152
174,10.855067253112793,0.07403254508972168,0.5279549956321716,0.6254432624113475,0.546875,0.6998901098901099,0.6240694574338191
199,12.41600513458252,0.06824064254760742,0.47776398062705994,0.6245567375886525,0.5740816885964912,0.7657142857142858,0.6547842372998098
224,13.925597906112671,0.05896735191345215,0.465702623128891,0.612145390070922,0.588610197368421,0.7852747252747252,0.6620101042380228
249,15.434191465377808,0.05552935600280762,0.5224611163139343,0.6054964539007092,0.6487801535087719,0.7814285714285715,0.6785683929460175
274,16.944356679916382,0.06682395935058594,0.5513839721679688,0.6072695035460993,0.6812637061403508,0.7865934065934066,0.6917088720932855
299,18.46735668182373,0.05719327926635742,0.5294532775878906,0.5988475177304964,0.6831825657894737,0.7935164835164835,0.6918488556788178
324,19.912875175476074,0.05550813674926758,0.49407464265823364,0.5939716312056738,0.6875685307017543,0.7968131868131867,0.6927844495735384
349,21.442082405090332,0.05561995506286621,0.5632149577140808,0.5820035460992907,0.6702987938596491,0.7981318681318682,0.6834780693636028
374,22.95194435119629,0.05642819404602051,0.46360480785369873,0.5766843971631205,0.6757812499999999,0.8019780219780219,0.6848145563803808
399,24.494863033294678,0.06141304969787598,0.4636485278606415,0.5735815602836879,0.6731770833333333,0.8025274725274725,0.6830953720481645
424,26.043097257614136,0.06926608085632324,0.4771154522895813,0.5726950354609929,0.6803042763157895,0.8015384615384615,0.6848459244384145
449,27.597151517868042,0.06495022773742676,0.43875592947006226,0.5651595744680851,0.6926398026315788,0.8002197802197802,0.686006385773148
474,29.21894907951355,0.05433917045593262,0.5048958659172058,0.5638297872340425,0.6904468201754387,0.8002197802197801,0.6848321292097538
499,30.81928849220276,0.054384708404541016,0.49662789702415466,0.5682624113475178,0.6901726973684209,0.7995604395604394,0.685998516092126
524,32.30564618110657,0.06579065322875977,0.48911407589912415,0.5523049645390071,0.6860608552631579,0.7978021978021979,0.6787226725347876
549,33.88778638839722,0.056749582290649414,0.45583459734916687,0.5363475177304965,0.686060855263158,0.7978021978021977,0.6734035235986173
574,35.449588775634766,0.05554604530334473,0.43574514985084534,0.5456560283687943,0.6846902412280702,0.8005494505494506,0.6769652400487717
599,37.110984086990356,0.07593822479248047,0.42779162526130676,0.5492021276595744,0.6838678728070176,0.8010989010989011,0.6780563005218311
624,38.67907118797302,0.07342219352722168,0.5545610189437866,0.5434397163120568,0.6805783991228069,0.8008791208791208,0.6749657454379948
