step,cumulative time,step time,train loss,Amazon_employee_access/ROC AUC,blood-transfusion-service-center/ROC AUC,diabetes/ROC AUC,ROC AUC
24,1.6440389156341553,0.06416535377502441,1.2072066068649292,0.5208333333333334,0.6165707236842105,0.2868131868131868,0.4747390812769103
49,3.152118682861328,0.0587620735168457,1.1857597827911377,0.6023936170212765,0.5917626096491228,0.2764835164835165,0.4902132477179719
74,4.670345783233643,0.06102418899536133,1.1630570888519287,0.563386524822695,0.5962856359649122,0.3465934065934066,0.502088522460338
99,6.187727451324463,0.06110095977783203,1.1867730617523193,0.5908687943262412,0.6042351973684211,0.25868131868131866,0.48459510345866036
124,7.712263584136963,0.06100940704345703,1.1847435235977173,0.6139184397163121,0.5854577850877193,0.2956043956043956,0.4983268734694757
149,9.239972114562988,0.05561113357543945,1.146918535232544,0.5514184397163121,0.6452165570175439,0.32307692307692304,0.5065706399369263
174,10.773334264755249,0.06116890907287598,1.176321029663086,0.5438829787234043,0.6683799342105263,0.3142857142857143,0.5088495424065483
199,12.326481580734253,0.061934709548950195,1.0661593675613403,0.47916666666666663,0.4579906798245614,0.6939560439560439,0.543704463482424
224,13.855498790740967,0.057618141174316406,1.1380293369293213,0.5456560283687943,0.44839638157894735,0.7157142857142857,0.5699222318873425
249,15.40044379234314,0.06165194511413574,1.1471059322357178,0.5527482269503546,0.3763020833333333,0.7161538461538463,0.548401385479178
274,16.93364429473877,0.06252193450927734,1.155920386314392,0.5523049645390071,0.3895285087719298,0.6370329670329671,0.5262888134479681
299,18.482088804244995,0.06380820274353027,1.0891454219818115,0.6179078014184397,0.3246299342105263,0.5205494505494505,0.4876957287261388
324,19.997798681259155,0.059884071350097656,1.1447421312332153,0.5726950354609929,0.5052768640350878,0.4809890109890109,0.5196536368283639
349,21.557334423065186,0.06218409538269043,1.1047141551971436,0.563386524822695,0.5369380482456141,0.34010989010989007,0.4801448210593997
374,23.10545563697815,0.05486702919006348,1.1539485454559326,0.5500886524822695,0.5292626096491229,0.3641758241758241,0.48117569543573885
399,24.671703100204468,0.06327176094055176,1.035884141921997,0.561613475177305,0.3879523026315789,0.33593406593406594,0.4284999479143166
424,26.258614778518677,0.06342816352844238,1.053348183631897,0.5146276595744681,0.33381304824561403,0.44923076923076916,0.4325571590169504
449,27.837122917175293,0.05669808387756348,1.0853478908538818,0.5709219858156029,0.33175712719298245,0.5866483516483517,0.49644248821897907
474,29.422374725341797,0.06377983093261719,1.2074812650680542,0.5292553191489362,0.329358552631579,0.6331868131868131,0.4972668949891094
499,31.01908802986145,0.057791948318481445,1.1573021411895752,0.5669326241134752,0.3487527412280701,0.6802197802197802,0.5319683818537752
524,32.611737966537476,0.06453275680541992,1.1414459943771362,0.563386524822695,0.37369791666666663,0.6541758241758242,0.530420088555062
549,34.21235513687134,0.06627273559570312,1.1405054330825806,0.5509751773049646,0.43359375,0.44934065934065937,0.477969862215208
574,35.80676579475403,0.06455302238464355,1.1117793321609497,0.5660460992907801,0.47882401315789475,0.45032967032967036,0.49839992759278173
599,37.39772176742554,0.05889773368835449,1.1297160387039185,0.5243794326241135,0.4732044956140351,0.4535164835164835,0.483700137251544
624,39.02226161956787,0.06673908233642578,1.0832998752593994,0.49867021276595747,0.4623766447368421,0.45439560439560445,0.4718141539661347
649,40.58710336685181,0.07196879386901855,1.063180923461914,0.4862588652482269,0.42057291666666663,0.4328571428571429,0.44656297492401215
674,42.20041751861572,0.055505990982055664,1.1000235080718994,0.5070921985815603,0.39919133771929827,0.429010989010989,0.44509817510394917
699,43.827988386154175,0.05982160568237305,1.1448575258255005,0.5802304964539007,0.3943941885964912,0.4095604395604395,0.46139504153694383
724,45.42253375053406,0.060306549072265625,1.086294174194336,0.5984042553191489,0.3990542763157895,0.4316483516483516,0.47636896109443
749,47.04651117324829,0.0640566349029541,1.1173951625823975,0.6609042553191489,0.4063185307017544,0.44054945054945055,0.5025907455234512
774,48.674951791763306,0.06390261650085449,1.0420958995819092,0.6578014184397163,0.42619243421052627,0.45582417582417584,0.5132726761581395
799,50.315919160842896,0.06418824195861816,1.1077295541763306,0.6405141843971631,0.4452439692982456,0.4734065934065934,0.519721582367334
824,51.93552350997925,0.06503677368164062,1.0482639074325562,0.5877659574468085,0.41604989035087725,0.5024175824175824,0.5020778100717561
849,53.57577848434448,0.0558016300201416,1.1409175395965576,0.5602836879432624,0.3843887061403508,0.5512087912087913,0.49862706176413485
874,55.22397828102112,0.060289859771728516,1.051302194595337,0.56072695035461,0.3510827850877193,0.6174725274725275,0.5097607543049523
899,56.852097272872925,0.06636619567871094,1.0736048221588135,0.5611702127659575,0.32271107456140347,0.6446153846153846,0.5094988906475818
924,58.492631912231445,0.06398606300354004,1.090214490890503,0.5181737588652482,0.30831962719298245,0.6113186813186814,0.47927068912563736
949,60.08497142791748,0.074127197265625,0.996625542640686,0.5172872340425532,0.3159950657894737,0.5413186813186813,0.4582003270502361
974,61.710689067840576,0.06496214866638184,1.0404603481292725,0.5124113475177305,0.3358689692982456,0.45692307692307693,0.4350677979130177
999,63.32275581359863,0.05959463119506836,1.1064423322677612,0.5314716312056738,0.3414884868421052,0.4264835164835165,0.4331478781770985
1024,64.98485112190247,0.06670260429382324,1.1067935228347778,0.589982269503546,0.4248218201754386,0.42758241758241755,0.48079550242046737
1049,66.63284254074097,0.06827282905578613,1.007580041885376,0.5664893617021276,0.5352933114035088,0.4301098901098901,0.5106308544051755
1074,68.25720262527466,0.061162471771240234,1.0536314249038696,0.5261524822695035,0.559827302631579,0.47032967032967027,0.5187698184102508
1099,69.85945415496826,0.061042070388793945,1.051046371459961,0.5155141843971631,0.5610608552631579,0.5182417582417582,0.5316055993006931
1124,71.47158288955688,0.06160092353820801,1.0341179370880127,0.5101950354609929,0.5357044956140351,0.5495604395604395,0.5318199902118225
1149,73.08035039901733,0.06252694129943848,0.9824692010879517,0.5044326241134751,0.5151452850877194,0.5697802197802198,0.5297860429938047
